"","job_title","job_location","company_name","job_description","city"
"363","Functional Analyst","Cork","PepsiCo","We are currently looking for a Digital Technical/Functional Analyst – to join our team in Carrigaline on contract up to 12 months.","Dublin"
"364","Account Executive, Traditional Media Agencies (English, Russian)","Dublin","Google","Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends.","Dublin"
"365","Junior Business Analyst","Blackrock, County Dublin","LEVERIS","Ability to flex across multiple domains and functions to support in a business analyst role where required. For client projects, our BA will work closely with…","Dublin"
"366","Scientific Analyst - Biochemistry","Cork","Eurofins Central Laboratory","Train other analysts and new personnel as requested. Loughbeg, Ringaskiddy, Co. Cork, Ireland. Eurofins Scientific is an international life sciences company,…","Dublin"
"367","Financial Business Analyst","Wicklow","Storm Recruitment","This role is within the Finance Department and will report to the Financial Planning and Analysis Manager.*. The role will deliver strategic business planning,…","Dublin"
"368","Social Media Content Moderator- Sub Saharan African Market","Dublin","CPL Recruitment","Community Operations Analysts review published online content and harmful accounts that affect millions of users world-wide. Free canteen, food and snacks.","Dublin"
"369","Data Engineer","Dublin","Idiro Analytics","To understand their business objectives; and working with our data analysts and data scientists to implement the most appropriate solutions to meet client's…","Dublin"
"370","Graduate - GIS Analyst","Limerick","TLI Group","We are currently recruiting for our expanding GIS team, based in Limerick, working on Telecoms projects in the Munster region.","Dublin"
"371","Quality Analyst-Dublin hub-Ukrainian","Dublin","TikTok","Conduct quality assessment work by ensuring and evaluating the quality delivery of the content reviewed in European markets.","Dublin"
"372","Infrastructure Analyst - Contract","Dublin","Reperio Human Capital","SIEM, Cyber Sec, Azure, Infrastructure, AD, Active Directory, O365. We have teamed up with a global leader who have a requirement for their Dublin office to…","Dublin"
"373","Innovation Enablement Lead analyst","Dublin","Citi","This role is in the ‘Innovation Enablement’ area of the new CTO-PIES team. We engage with the technology and business teams across Citi who are leading…","Dublin"
"374","Russian speaking Digital Sales Representative (role based in Dublin)","Dublin","Microsoft","Microsoft is empowering every person and every organisation on the planet to do more and achieve more. We have set ourselves three bold ambitions: create more…","Dublin"
"375","Covid-19 Specialist Supervisor","Cork","Stryker","This role supports the management of case trends across Stryker sites including trending reports, potential training needs, communication with stakeholders and…","Dublin"
"376","Revenue Manager","Dublin","Autodesk","The Revenue Accounting Team is responsible for revenue recognition and reporting for Autodesk worldwide. This role reports directly to the Senior Manager of WW…","Dublin"
"377","ECS Product Analyst","Dublin","Fidelity Investments","2-5 years’ experience as systems analyst, business analyst or scrum master, delivering software using agile development practices. The Purpose of Your Role.","Dublin"
"378","Lead Strategist, Trust & Safety","Dublin","Google","Bachelor's degree or equivalent practical experience. Experience with SQL, Python, or another data or scripting language.","Dublin"
"379","Biopharm Analyst - MCB","Waterford","Eurofins Central Laboratory","Eurofins Scientific is an international life sciences company, providing a unique range of analytical testing services to clients across multiple industries, to…","Dublin"
"380","Senior Data Analyst - Business Modelling","Dublin","IT Search","Do you have at least 4 years experience in a data analyst or BI analyst role? We are hiring technical data modellers/senior analysts at consultant to manager…","Dublin"
"381","Workforce Management Analyst and Team Lead - AP63333","Dublin","Autodesk","Workforce Management Analyst and Team Lead. Looking for a career that combines innovative technology and creativity, ultimately helping creative and engineering…","Dublin"
"382","Supply Chain Commercial Analyst (18 month contract)","Cork","Apple","Every single day, people do amazing things at Apple. At Apple, new ideas have a way of becoming extraordinary products, services and customer experiences very…","Dublin"
"383","Training Lead, Client Services","Dublin","Coinbase","Ensure complex and technical aspects of our workflows are approachable to support analysts. Craft e-learning modules within our LMS environment and deliver…","Dublin"
"384","Growth Manager, Apps, Google Customer Solutions","Dublin","Google","Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends.","Dublin"
"385","European Business Development Director","Dublin","Mint Selection","We’re known for building high performance teams that cover analyst to senior leadership, executive and Director level appointments.","Dublin"
"386","Commercial Finance Business Partner","Dublin","PepsiCo","We are now hiring a Commercial Finance Business Partner to join our team in Dublin on a permanent basis. In Dublin and Antrim (Northern Ireland), we have our…","Dublin"
"387","New Business Sales Executive (Dutch, English)","Dublin","Google","Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends.","Dublin"
"388","Senior Systems Analyst","Dublin","PokerStars","Stars Group is looking for a senior systems analyst to join our busy and dynamic digital marketing team based in our Dublin Office. Who are we looking for:","Dublin"
"389","Senior Technical Business Analyst - Dublin or Letterkenny, Ireland","Dublin","UnitedHealth Group","With a modern take on BI, we are a multi-disciplinary team made up of business analysts, data engineers, data visualizers, data scientists and web developers.","Dublin"
"390","CRM Dynamics Engineer - Permanent/ Remote","Dublin","Ergo","We are currently looking for a person with expertise in CRM Dynamics. In this role you will work closely with a dynamic and technical team of Business Analysts…","Dublin"
"391","Sr. Analytical Analyst","Ballina, County Mayo","Charles River Laboratories","For 70 years, Charles River employees have worked together to assist in the discovery, development and safe manufacture of new drug therapies.","Dublin"
"392","Sales Development Representative","Dublin","Fivetran","Shaped by the real-world needs of data analysts, Fivetran technology is the smartest, fastest way to replicate your applications, databases, events and files…","Dublin"
"393","AppleCare Operations Finance Analyst (12 month contract)","Cork","Apple","Apple is a place where extraordinary people capture to do their best work. Together we build products and experiences people once couldn’t have envisioned — and…","Dublin"
"394","Payments Product Data Analyst","Dublin","Facebook","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a…","Dublin"
"395","SOC Analyst II","Cork","eSentire","Critical Event Reviews – performing secondary audits of selected signals and following up with analysts and clients as necessary. Why a Career with eSentire?","Dublin"
